,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV
2018-10-24,10,0021800061,1610612758,SAC,Sacramento,2-3,19,25,27,26,0,0,0,0,0,0,0,0,0,0,97,0.422,0.636,0.333,19,57,14
2018-10-24,11,0021800062,1610612764,WAS,Washington,1-3,37,34,26,25,0,0,0,0,0,0,0,0,0,0,122,0.452,0.929,0.286,22,34,12
2018-10-24,11,0021800062,1610612744,GSW,Golden State,4-1,46,34,35,29,0,0,0,0,0,0,0,0,0,0,144,0.576,0.92,0.455,37,48,15
2018-10-25,1,0021800063,1610612739,CLE,Cleveland,0-5,27,23,18,35,0,0,0,0,0,0,0,0,0,0,103,0.461,0.867,0.333,18,30,9
2018-10-25,1,0021800063,1610612765,DET,Detroit,4-0,30,28,22,30,0,0,0,0,0,0,0,0,0,0,110,0.526,0.586,0.393,21,48,20
2018-10-25,2,0021800064,1610612757,POR,Portland,3-1,33,25,33,37,0,0,0,0,0,0,0,0,0,0,128,0.552,0.808,0.407,24,44,10
2018-10-25,2,0021800064,1610612753,ORL,Orlando,2-3,22,26,36,30,0,0,0,0,0,0,0,0,0,0,114,0.5,0.8,0.4,29,40,14
2018-10-25,3,0021800065,1610612738,BOS,Boston,3-2,16,18,40,27,0,0,0,0,0,0,0,0,0,0,101,0.384,0.727,0.344,19,45,11
2018-10-25,3,0021800065,1610612760,OKC,Oklahoma City,0-4,22,28,23,22,0,0,0,0,0,0,0,0,0,0,95,0.394,0.56,0.25,19,57,16
2018-10-25,4,0021800066,1610612743,DEN,Denver,4-1,26,31,32,25,0,0,0,0,0,0,0,0,0,0,114,0.5,0.8,0.261,22,44,19
2018-10-25,4,0021800066,1610612747,LAL,Los Angeles,2-3,22,36,29,34,0,0,0,0,0,0,0,0,0,0,121,0.5,0.826,0.345,27,42,13
2018-10-26,1,0021800067,1610612741,CHI,Chicago,1-4,25,29,21,31,0,0,0,0,0,0,0,0,0,0,106,0.435,0.727,0.444,21,34,13
2018-10-26,1,0021800067,1610612766,CHA,Charlotte,3-3,23,45,34,33,0,0,0,0,0,0,0,0,0,0,135,0.57,0.938,0.438,30,50,10
2018-10-26,2,0021800068,1610612744,GSW,Golden State,5-1,25,28,28,47,0,0,0,0,0,0,0,0,0,0,128,0.586,0.833,0.485,26,39,14
2018-10-26,2,0021800068,1610612752,NYK,New York,1-5,25,28,31,16,0,0,0,0,0,0,0,0,0,0,100,0.433,0.75,0.333,17,40,19
2018-10-26,3,0021800069,1610612742,DAL,Dallas,2-3,26,34,29,18,0,0,0,0,0,0,0,0,0,0,107,0.413,0.792,0.4,22,44,14
2018-10-26,3,0021800069,1610612761,TOR,Toronto,6-0,39,30,23,24,0,0,0,0,0,0,0,0,0,0,116,0.484,0.85,0.407,23,50,12
2018-10-26,4,0021800070,1610612746,LAC,LA,3-2,31,39,26,37,0,0,0,0,0,0,0,0,0,0,133,0.544,0.921,0.522,17,44,15
2018-10-26,4,0021800070,1610612745,HOU,Houston,1-4,30,31,22,30,0,0,0,0,0,0,0,0,0,0,113,0.388,0.88,0.366,21,42,13
2018-10-26,5,0021800071,1610612749,MIL,Milwaukee,5-0,27,36,34,28,0,0,0,0,0,0,0,0,0,0,125,0.533,0.727,0.413,32,62,17
2018-10-26,5,0021800071,1610612750,MIN,Minnesota,2-4,16,22,29,28,0,0,0,0,0,0,0,0,0,0,95,0.321,0.722,0.233,19,49,7
2018-10-26,6,0021800072,1610612751,BKN,Brooklyn,2-3,30,36,25,24,0,0,0,0,0,0,0,0,0,0,115,0.439,0.667,0.475,26,54,18
2018-10-26,6,0021800072,1610612740,NOP,New Orleans,4-0,32,25,31,29,0,0,0,0,0,0,0,0,0,0,117,0.449,0.769,0.391,23,46,11
2018-10-26,7,0021800073,1610612764,WAS,Washington,1-4,27,34,24,27,0,0,0,0,0,0,0,0,0,0,112,0.465,0.783,0.333,22,42,21
2018-10-26,7,0021800073,1610612758,SAC,Sacramento,3-3,28,27,24,37,0,0,0,0,0,0,0,0,0,0,116,0.463,0.609,0.378,25,53,18
2018-10-27,1,0021800074,1610612738,BOS,Boston,4-2,30,33,21,25,0,0,0,0,0,0,0,0,0,0,109,0.453,0.68,0.412,25,54,13
2018-10-27,1,0021800074,1610612765,DET,Detroit,4-1,21,20,26,22,0,0,0,0,0,0,0,0,0,0,89,0.371,0.8,0.189,16,47,11
2018-10-27,2,0021800075,1610612762,UTA,Utah,3-2,28,36,38,30,0,0,0,0,0,0,0,0,0,0,132,0.523,0.811,0.313,32,43,13
2018-10-27,2,0021800075,1610612740,NOP,New Orleans,4-1,31,18,33,29,0,0,0,0,0,0,0,0,0,0,111,0.421,0.759,0.265,22,40,16
2018-10-27,3,0021800076,1610612741,CHI,Chicago,2-4,22,19,26,30,0,0,0,0,0,0,0,0,0,0,97,0.434,0.813,0.364,25,52,20
2018-10-27,3,0021800076,1610612737,ATL,Atlanta,2-3,25,19,19,22,0,0,0,0,0,0,0,0,0,0,85,0.321,0.826,0.3,20,48,22
2018-10-27,4,0021800077,1610612754,IND,Indiana,4-2,30,30,28,31,0,0,0,0,0,0,0,0,0,0,119,0.649,0.692,0.385,28,24,15
2018-10-27,4,0021800077,1610612739,CLE,Cleveland,0-6,30,25,28,24,0,0,0,0,0,0,0,0,0,0,107,0.465,0.909,0.28,21,39,15
2018-10-27,5,0021800078,1610612766,CHA,Charlotte,3-4,28,34,23,18,0,0,0,0,0,0,0,0,0,0,103,0.389,0.833,0.257,19,48,9
2018-10-27,5,0021800078,1610612755,PHI,Philadelphia,3-3,32,31,20,22,0,0,0,0,0,0,0,0,0,0,105,0.385,0.833,0.357,18,56,11
2018-10-27,6,0021800079,1610612757,POR,Portland,3-2,22,20,37,32,0,0,0,0,0,0,0,0,0,0,111,0.42,0.893,0.364,14,42,9
2018-10-27,6,0021800079,1610612748,MIA,Miami,3-2,33,24,32,31,0,0,0,0,0,0,0,0,0,0,120,0.458,0.654,0.385,21,56,12
2018-10-27,7,0021800080,1610612756,PHX,Phoenix,1-4,18,25,28,25,0,0,0,0,0,0,0,0,0,0,96,0.462,0.789,0.273,28,35,19
2018-10-27,7,0021800080,1610612763,MEM,Memphis,3-2,26,42,19,30,0,0,0,0,0,0,0,0,0,0,117,0.557,0.909,0.346,30,39,12
2018-10-27,8,0021800081,1610612753,ORL,Orlando,2-4,25,26,17,23,0,0,0,0,0,0,0,0,0,0,91,0.327,0.882,0.233,21,41,11
2018-10-27,8,0021800081,1610612749,MIL,Milwaukee,6-0,30,35,28,20,0,0,0,0,0,0,0,0,0,0,113,0.5,0.913,0.333,24,57,21
2018-10-27,9,0021800082,1610612747,LAL,Los Angeles,2-4,36,24,28,18,0,0,0,0,0,0,0,0,0,0,106,0.477,0.611,0.394,19,42,17
2018-10-27,9,0021800082,1610612759,SAS,San Antonio,3-2,29,25,33,23,0,0,0,0,0,0,0,0,0,0,110,0.484,0.792,0.188,20,49,13
2018-10-28,1,0021800083,1610612744,GSW,Golden State,6-1,32,31,30,27,0,0,0,0,0,0,0,0,0,0,120,0.494,0.875,0.333,28,47,12
2018-10-28,1,0021800083,1610612751,BKN,Brooklyn,2-4,29,20,28,37,0,0,0,0,0,0,0,0,0,0,114,0.483,0.667,0.476,28,37,15
2018-10-28,2,0021800084,1610612762,UTA,Utah,4-2,26,24,32,31,0,0,0,0,0,0,0,0,0,0,113,0.525,0.864,0.4,25,43,18
2018-10-28,2,0021800084,1610612742,DAL,Dallas,2-4,19,27,31,27,0,0,0,0,0,0,0,0,0,0,104,0.418,0.76,0.321,24,43,13
2018-10-28,3,0021800085,1610612756,PHX,Phoenix,1-5,20,28,28,34,0,0,0,0,0,0,0,0,0,0,110,0.442,0.963,0.296,21,44,22
