,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE,Team,Opponent,Home,Date,Win,Minutes
116,110.0,43.0,97.0,44.3,10.0,23.0,43.5,14.0,21.0,66.7,14.0,36.0,50.0,29.0,12.0,9.0,4.0,18.0,-5.0,111.1,115.0,-3.9,67.4,2.42,19.6,33.3,69.8,50.4,12.1,49.5,51.8,99.5,45.2,NOP,MEM,0,05/10/2021,L,48.0
117,125.0,47.0,94.0,50.0,13.0,41.0,31.7,18.0,23.0,78.3,8.0,26.0,34.0,26.0,8.0,6.0,6.0,13.0,-21.0,119.0,114.9,4.1,63.4,2.6,19.3,19.1,68.6,44.9,10.0,54.5,60.1,100.5,55.1,MIL,SAS,0,05/10/2021,L,48.0
118,111.0,44.0,88.0,50.0,11.0,27.0,40.7,12.0,16.0,75.0,10.0,37.0,47.0,32.0,11.0,7.0,13.0,21.0,9.0,115.0,111.1,3.9,73.3,2.75,22.3,30.2,66.7,49.6,12.0,54.4,55.9,99.5,54.8,IND,CLE,0,05/10/2021,W,48.0
119,115.0,45.0,91.0,49.5,9.0,30.0,30.0,16.0,27.0,59.3,10.0,39.0,49.0,33.0,12.0,8.0,19.0,17.0,5.0,132.1,122.9,9.2,63.8,3.33,20.3,24.5,83.7,52.2,8.5,60.9,65.2,105.5,53.5,MEM,NOP,1,05/10/2021,W,48.0
120,102.0,33.0,93.0,35.5,13.0,39.0,33.3,23.0,30.0,76.7,15.0,35.0,50.0,21.0,12.0,8.0,2.0,13.0,-9.0,114.9,119.0,-4.1,34.1,0.93,10.7,31.4,80.9,55.1,14.9,52.2,57.1,100.5,44.9,CLE,IND,1,05/10/2021,L,48.0
121,116.0,41.0,91.0,45.1,13.0,44.0,29.5,21.0,24.0,87.5,13.0,35.0,48.0,14.0,15.0,7.0,1.0,20.0,-3.0,119.0,140.4,-21.3,55.3,3.25,18.7,20.4,66.7,40.9,7.6,56.9,60.0,104.5,43.5,UTA,GSW,0,05/10/2021,L,48.0
122,110.0,42.0,95.0,44.2,13.0,37.0,35.1,13.0,18.0,72.2,11.0,35.0,46.0,22.0,19.0,6.0,8.0,19.0,-2.0,94.1,125.5,-31.4,55.6,1.54,14.7,23.0,73.6,46.5,12.7,44.5,47.7,102.0,34.1,CHA,NOP,1,05/09/2021,L,48.0
123,96.0,36.0,91.0,39.6,9.0,36.0,25.0,15.0,22.0,68.2,10.0,35.0,45.0,20.0,13.0,5.0,5.0,20.0,-32.0,97.0,124.8,-27.7,67.6,1.64,16.5,25.9,71.4,45.0,13.9,45.4,49.1,101.0,33.5,ORL,MIN,1,05/09/2021,L,48.0
124,112.0,45.0,96.0,46.9,12.0,37.0,32.4,10.0,22.0,45.5,16.0,35.0,51.0,26.0,16.0,11.0,9.0,20.0,2.0,113.7,101.1,12.6,62.8,3.0,20.9,16.3,81.3,50.5,9.5,58.3,59.9,95.0,57.7,NOP,CHA,0,05/09/2021,W,48.0
125,123.0,39.0,80.0,48.8,13.0,30.0,43.3,32.0,41.0,78.0,14.0,27.0,41.0,24.0,14.0,11.0,3.0,21.0,13.0,106.8,107.7,-0.9,52.4,1.16,15.3,34.5,67.9,51.4,18.4,51.1,53.4,103.5,47.0,LAL,PHX,1,05/09/2021,W,48.0
126,110.0,39.0,73.0,53.4,11.0,25.0,44.0,21.0,25.0,84.0,3.0,29.0,32.0,23.0,15.0,8.0,6.0,29.0,-13.0,125.5,94.1,31.4,63.8,3.0,20.5,26.4,77.0,53.5,9.8,56.7,59.5,102.0,65.9,PHX,LAL,0,05/09/2021,L,48.0
127,98.0,34.0,87.0,39.1,11.0,37.0,29.7,19.0,29.0,65.5,10.0,28.0,38.0,23.0,14.0,9.0,3.0,18.0,-28.0,112.2,126.8,-14.6,59.0,1.53,18.5,8.8,67.4,42.5,15.3,61.0,65.5,97.5,46.0,OKC,SAC,0,05/09/2021,L,48.0
128,97.0,33.0,86.0,38.4,11.0,31.0,35.5,20.0,31.0,64.5,10.0,28.0,38.0,18.0,16.0,5.0,2.0,12.0,-27.0,100.0,126.5,-26.5,54.5,1.13,13.3,35.7,68.2,50.0,16.5,44.8,48.7,97.5,32.9,CLE,DAL,1,05/09/2021,L,48.0
129,96.0,36.0,79.0,45.6,11.0,27.0,40.7,13.0,22.0,59.1,5.0,32.0,37.0,22.0,14.0,4.0,4.0,14.0,-12.0,124.8,97.0,27.7,66.7,2.0,21.1,28.6,74.1,55.0,14.9,62.4,65.9,101.0,66.5,DET,CHI,1,05/09/2021,L,48.0
130,108.0,43.0,84.0,51.2,12.0,32.0,37.5,10.0,14.0,71.4,5.0,38.0,43.0,27.0,9.0,6.0,3.0,22.0,12.0,128.7,124.0,4.7,63.8,2.73,22.1,13.9,76.2,47.4,10.9,67.1,70.9,100.5,54.2,CHI,DET,0,05/09/2021,W,48.0
131,126.0,45.0,85.0,52.9,16.0,36.0,44.4,20.0,24.0,83.3,9.0,42.0,51.0,30.0,15.0,8.0,11.0,19.0,28.0,107.7,106.8,0.9,57.8,1.63,17.7,32.1,65.5,48.6,15.4,53.1,53.0,103.5,53.0,SAC,OKC,1,05/09/2021,W,48.0
132,124.0,50.0,93.0,53.8,15.0,39.0,38.5,9.0,11.0,81.8,8.0,34.0,42.0,33.0,12.0,9.0,7.0,24.0,27.0,109.3,104.2,5.1,59.5,2.5,19.1,18.8,78.0,49.0,10.3,53.9,56.4,96.5,53.4,DAL,CLE,0,05/09/2021,W,48.0
133,106.0,42.0,90.0,46.7,13.0,32.0,40.6,9.0,9.0,100.0,8.0,37.0,45.0,25.0,10.0,7.0,5.0,17.0,6.0,104.2,109.3,-5.1,64.9,1.85,18.3,22.0,81.3,51.0,13.5,50.0,53.7,96.5,46.6,NYK,LAC,0,05/09/2021,W,48.0
134,130.0,47.0,82.0,57.3,16.0,35.0,45.7,20.0,22.0,90.9,3.0,32.0,35.0,30.0,11.0,8.0,2.0,20.0,6.0,126.8,112.2,14.6,61.5,1.71,17.6,32.6,91.2,57.5,14.4,56.9,62.7,97.5,54.0,MIA,BOS,0,05/09/2021,W,48.0
135,100.0,37.0,86.0,43.0,12.0,35.0,34.3,14.0,16.0,87.5,7.0,36.0,43.0,24.0,13.0,5.0,1.0,12.0,-6.0,124.0,128.7,-4.7,64.4,2.07,20.9,23.8,86.1,52.6,14.0,62.7,66.0,100.5,45.8,LAC,NYK,1,05/09/2021,L,48.0
136,124.0,45.0,83.0,54.2,14.0,38.0,36.8,20.0,25.0,80.0,6.0,28.0,34.0,29.0,14.0,7.0,3.0,22.0,-6.0,126.5,100.0,26.5,66.0,2.75,22.9,31.8,64.3,50.0,12.2,61.8,63.4,97.5,67.1,BOS,MIA,1,05/09/2021,L,48.0
137,128.0,47.0,97.0,48.5,16.0,45.0,35.6,18.0,24.0,75.0,12.0,45.0,57.0,30.0,10.0,5.0,9.0,20.0,32.0,101.1,113.7,-12.6,61.1,1.57,17.5,18.8,83.7,49.5,14.7,52.5,54.1,95.0,42.3,MIN,ORL,0,05/09/2021,W,48.0
138,102.0,37.0,93.0,39.8,8.0,30.0,26.7,20.0,23.0,87.0,7.0,33.0,40.0,17.0,7.0,6.0,5.0,24.0,-22.0,109.0,108.2,0.8,53.1,1.44,15.5,31.7,82.8,56.2,14.8,48.6,54.0,110.49,47.6,SAS,POR,0,05/08/2021,L,48.0
139,116.0,43.0,98.0,43.9,18.0,51.0,35.3,12.0,17.0,70.6,9.0,31.0,40.0,25.0,9.0,11.0,3.0,15.0,-8.0,111.5,119.2,-7.7,58.1,2.78,17.7,21.1,76.2,44.4,8.7,53.1,55.0,104.0,44.0,HOU,UTA,0,05/08/2021,L,48.0
140,104.0,41.0,84.0,48.8,11.0,34.0,32.4,11.0,16.0,68.8,10.0,34.0,44.0,22.0,18.0,5.0,7.0,25.0,-14.0,93.3,129.5,-36.3,55.3,1.62,15.3,20.3,83.3,44.2,12.5,45.2,47.2,104.5,33.0,DET,PHI,0,05/08/2021,L,48.0
141,125.0,41.0,66.0,62.1,16.0,31.0,51.6,27.0,33.0,81.8,2.0,33.0,35.0,27.0,17.0,10.0,5.0,24.0,6.0,129.5,93.3,36.3,66.0,1.63,21.8,16.7,79.7,55.8,18.1,74.7,76.5,104.5,67.0,BKN,DEN,0,05/08/2021,W,48.0
142,124.0,45.0,97.0,46.4,12.0,34.0,35.3,22.0,30.0,73.3,18.0,45.0,63.0,24.0,8.0,3.0,5.0,15.0,22.0,120.2,126.3,-6.1,50.0,1.75,15.3,33.3,92.9,54.4,12.1,53.3,58.3,99.0,41.4,POR,SAS,1,05/08/2021,W,48.0
143,124.0,45.0,85.0,52.9,15.0,38.0,39.5,19.0,21.0,90.5,7.0,42.0,49.0,28.0,18.0,7.0,4.0,13.0,8.0,126.3,120.2,6.1,65.9,1.59,21.1,7.1,66.7,45.6,17.2,74.2,77.6,99.0,58.6,UTA,HOU,1,05/08/2021,W,48.0
144,132.0,50.0,104.0,48.1,7.0,29.0,24.1,25.0,30.0,83.3,8.0,41.0,49.0,33.0,13.0,11.0,5.0,24.0,-1.0,118.0,105.1,12.9,53.7,2.0,16.5,23.9,78.7,51.6,11.0,54.2,60.4,99.5,58.5,IND,WAS,1,05/08/2021,L,53.0
145,136.0,47.0,81.0,58.0,27.0,54.0,50.0,15.0,18.0,83.3,2.0,44.0,46.0,31.0,19.0,5.0,4.0,19.0,39.0,105.1,118.0,-12.9,53.7,1.22,16.8,21.3,76.1,48.4,18.2,55.4,57.1,99.5,41.5,GSW,OKC,1,05/08/2021,W,48.0
146,118.0,41.0,84.0,48.8,9.0,30.0,30.0,27.0,31.0,87.1,9.0,35.0,44.0,22.0,11.0,11.0,4.0,18.0,14.0,110.1,100.0,10.1,63.2,1.41,17.1,33.3,71.0,54.0,17.2,52.9,56.5,99.0,59.2,PHI,DET,1,05/08/2021,W,48.0
147,119.0,42.0,92.0,45.7,14.0,41.0,34.1,21.0,23.0,91.3,10.0,23.0,33.0,21.0,12.0,8.0,1.0,23.0,-6.0,101.0,124.0,-23.0,45.9,2.43,13.3,22.4,64.3,43.0,6.9,44.1,49.5,100.5,37.3,DEN,BKN,1,05/08/2021,L,48.0
148,109.0,38.0,85.0,44.7,14.0,43.0,32.6,19.0,26.0,73.1,14.0,42.0,56.0,24.0,17.0,7.0,8.0,21.0,10.0,108.2,109.0,-0.8,66.0,2.54,20.1,17.2,68.3,43.8,10.7,51.4,56.3,110.49,52.4,MEM,TOR,0,05/08/2021,W,48.0
149,97.0,38.0,94.0,40.4,9.0,37.0,24.3,12.0,20.0,60.0,11.0,30.0,41.0,21.0,13.0,10.0,1.0,16.0,-39.0,100.0,110.1,-10.1,50.0,1.5,13.3,29.0,66.7,46.0,12.1,43.6,47.3,99.0,40.8,OKC,GSW,0,05/08/2021,L,48.0
150,133.0,49.0,110.0,44.5,9.0,32.0,28.1,26.0,30.0,86.7,15.0,45.0,60.0,26.0,18.0,7.0,9.0,24.0,1.0,124.0,101.0,23.0,53.3,3.0,16.7,35.7,77.6,57.0,8.0,52.6,56.3,100.5,62.7,WAS,IND,0,05/08/2021,W,53.0
151,99.0,36.0,94.0,38.3,10.0,32.0,31.3,17.0,24.0,70.8,13.0,33.0,46.0,18.0,12.0,10.0,2.0,21.0,-10.0,119.2,111.5,7.7,62.2,1.56,19.7,23.8,78.9,55.6,17.3,61.8,65.8,104.0,56.0,TOR,MEM,1,05/08/2021,L,48.0
152,110.0,41.0,83.0,49.4,10.0,32.0,31.3,18.0,22.0,81.8,9.0,36.0,45.0,21.0,10.0,7.0,7.0,22.0,20.0,110.8,103.0,7.8,43.5,1.54,15.3,25.0,86.7,56.2,12.7,53.9,58.0,101.5,55.7,DAL,CLE,1,05/07/2021,W,48.0
153,109.0,38.0,85.0,44.7,15.0,35.0,42.9,18.0,22.0,81.8,10.0,41.0,51.0,27.0,17.0,5.0,6.0,19.0,2.0,104.9,106.9,-2.0,63.4,2.36,17.3,34.9,76.0,53.1,10.8,45.0,48.3,102.0,47.7,PHI,NOP,1,05/07/2021,W,48.0
154,99.0,35.0,86.0,40.7,11.0,39.0,28.2,18.0,23.0,78.3,11.0,36.0,47.0,19.0,14.0,5.0,8.0,15.0,-22.0,109.8,118.6,-8.8,65.9,1.69,19.1,24.5,76.1,49.5,15.7,54.1,57.0,102.0,46.3,BOS,CHI,0,05/07/2021,L,48.0
155,106.0,37.0,88.0,42.0,12.0,37.0,32.4,20.0,21.0,95.2,6.0,38.0,44.0,22.0,9.0,6.0,2.0,20.0,5.0,126.7,102.9,23.8,60.5,3.71,19.0,20.4,83.3,51.5,6.9,56.5,62.1,101.5,61.0,POR,LAL,1,05/07/2021,W,48.0
156,112.0,41.0,98.0,41.8,9.0,30.0,30.0,21.0,28.0,75.0,14.0,33.0,47.0,19.0,7.0,6.0,7.0,24.0,-10.0,95.7,117.0,-21.3,53.1,1.13,13.3,31.5,77.8,52.5,16.0,42.2,47.6,94.0,36.8,ORL,CHA,0,05/07/2021,L,48.0
157,112.0,41.0,85.0,48.2,10.0,37.0,27.0,20.0,30.0,66.7,9.0,32.0,41.0,27.0,16.0,7.0,4.0,24.0,-9.0,103.0,110.8,-7.8,65.9,1.69,20.3,13.3,75.0,43.8,15.8,56.5,57.4,101.5,44.3,MIN,MIA,0,05/07/2021,L,48.0
158,104.0,41.0,84.0,48.8,13.0,32.0,40.6,9.0,15.0,60.0,4.0,31.0,35.0,27.0,16.0,10.0,3.0,19.0,-9.0,129.6,123.7,5.9,62.8,2.25,19.3,32.6,71.4,51.1,12.2,60.1,64.1,97.5,49.8,SAC,SAS,1,05/07/2021,L,48.0
159,133.0,48.0,96.0,50.0,25.0,53.0,47.2,12.0,18.0,66.7,7.0,30.0,37.0,36.0,16.0,10.0,5.0,21.0,-8.0,106.0,103.1,2.9,59.5,2.44,16.8,21.6,73.6,48.1,9.0,48.9,54.5,99.0,55.6,HOU,MIL,0,05/07/2021,L,48.0
160,120.0,43.0,83.0,51.8,17.0,38.0,44.7,17.0,20.0,85.0,9.0,29.0,38.0,31.0,17.0,8.0,3.0,16.0,-7.0,127.0,120.9,6.1,58.8,1.76,19.5,31.1,80.8,57.7,15.3,63.7,67.1,110.5,54.7,DEN,UTA,0,05/07/2021,L,48.0
161,122.0,44.0,89.0,49.4,9.0,33.0,27.3,25.0,33.0,75.8,11.0,40.0,51.0,28.0,11.0,5.0,4.0,23.0,10.0,123.5,100.0,23.5,60.5,2.89,18.3,31.6,72.2,51.4,9.2,52.5,56.6,98.5,58.5,CHA,ORL,1,05/07/2021,W,48.0
162,101.0,37.0,89.0,41.6,11.0,30.0,36.7,16.0,22.0,72.7,10.0,39.0,49.0,19.0,14.0,2.0,4.0,20.0,-5.0,103.1,106.0,-2.9,51.4,1.36,14.5,26.4,78.4,51.9,14.3,47.8,51.2,99.0,44.4,LAL,POR,0,05/07/2021,L,48.0
163,113.0,46.0,89.0,51.7,4.0,22.0,18.2,17.0,19.0,89.5,7.0,37.0,44.0,20.0,13.0,8.0,7.0,12.0,9.0,117.0,95.7,21.3,51.2,2.1,16.8,22.2,68.5,47.5,10.6,55.4,59.3,94.0,63.2,SAS,SAC,0,05/07/2021,W,48.0
164,121.0,44.0,87.0,50.6,13.0,32.0,40.6,20.0,27.0,74.1,8.0,29.0,37.0,27.0,14.0,9.0,2.0,22.0,9.0,118.4,110.9,7.6,63.6,2.55,19.0,32.0,70.0,52.7,10.7,54.5,58.9,102.0,57.5,MIA,MIN,1,05/07/2021,W,48.0
165,128.0,43.0,92.0,46.7,18.0,41.0,43.9,24.0,25.0,96.0,7.0,38.0,45.0,26.0,7.0,5.0,3.0,17.0,23.0,120.9,127.0,-6.1,75.0,2.25,23.2,19.2,68.9,42.3,14.5,63.0,64.0,110.5,45.3,PHX,NYK,1,05/07/2021,W,48.0
166,90.0,32.0,83.0,38.6,6.0,29.0,20.7,20.0,26.0,76.9,11.0,32.0,43.0,17.0,15.0,6.0,0.0,18.0,-20.0,123.7,129.6,-5.9,72.1,1.82,22.3,28.6,67.4,48.9,17.5,62.0,65.4,97.5,50.2,CLE,DAL,0,05/07/2021,L,48.0
167,141.0,51.0,95.0,53.7,19.0,46.0,41.3,20.0,23.0,87.0,13.0,40.0,53.0,30.0,17.0,8.0,5.0,14.0,8.0,102.9,126.7,-23.8,63.2,1.85,18.0,16.7,79.6,48.5,12.7,51.8,55.8,101.5,39.0,MIL,HOU,1,05/07/2021,W,48.0
168,127.0,43.0,89.0,48.3,21.0,46.0,45.7,20.0,23.0,87.0,9.0,29.0,38.0,27.0,12.0,9.0,3.0,20.0,7.0,118.6,109.8,8.8,61.4,1.93,19.3,23.9,75.5,50.5,13.7,58.0,61.2,102.0,53.7,UTA,DEN,1,05/07/2021,W,48.0
169,107.0,41.0,101.0,40.6,9.0,36.0,25.0,16.0,22.0,72.7,16.0,36.0,52.0,26.0,11.0,12.0,6.0,21.0,-2.0,106.9,104.9,2.0,71.1,1.59,19.1,24.0,65.1,46.9,16.7,53.5,57.6,102.0,52.3,NOP,PHI,0,05/07/2021,L,48.0
170,121.0,43.0,99.0,43.4,18.0,40.0,45.0,17.0,18.0,94.4,15.0,37.0,52.0,26.0,9.0,10.0,4.0,20.0,22.0,100.0,123.5,-23.5,54.3,1.36,14.3,27.8,68.4,48.6,14.1,47.1,51.5,98.5,41.5,CHI,BOS,1,05/07/2021,W,48.0
171,105.0,38.0,84.0,45.2,11.0,32.0,34.4,18.0,23.0,78.3,6.0,35.0,41.0,24.0,13.0,2.0,4.0,25.0,-23.0,110.9,118.4,-7.6,46.3,2.71,13.8,30.0,68.0,47.3,6.9,46.4,50.8,102.0,42.5,NYK,PHX,0,05/07/2021,L,48.0
172,99.0,38.0,90.0,42.2,16.0,35.0,45.7,7.0,18.0,38.9,13.0,32.0,45.0,29.0,15.0,11.0,3.0,16.0,-21.0,129.1,123.5,5.6,64.8,2.33,24.1,22.9,76.1,53.1,14.6,66.7,69.7,102.5,55.9,CHA,CHI,1,05/06/2021,L,48.0
173,97.0,38.0,89.0,42.7,10.0,37.0,27.0,11.0,17.0,64.7,12.0,30.0,42.0,25.0,15.0,7.0,5.0,14.0,-14.0,99.0,121.2,-22.2,76.3,1.93,20.0,27.6,67.3,45.8,15.0,51.1,50.6,99.5,40.2,MEM,DET,0,05/06/2021,L,48.0
174,133.0,54.0,87.0,62.1,8.0,20.0,40.0,17.0,19.0,89.5,4.0,32.0,36.0,35.0,15.0,11.0,4.0,19.0,7.0,97.0,118.0,-21.0,58.3,2.1,16.3,14.3,80.4,44.1,10.0,46.0,50.1,100.0,38.9,IND,ATL,1,05/06/2021,W,48.0
175,113.0,40.0,89.0,44.9,15.0,34.0,44.1,18.0,26.0,69.2,12.0,39.0,51.0,23.0,12.0,10.0,3.0,15.0,4.0,108.7,104.8,3.8,57.5,1.92,16.5,22.6,77.8,50.5,11.5,53.4,56.3,104.0,52.8,DAL,BKN,1,05/06/2021,W,48.0
176,126.0,48.0,94.0,51.1,15.0,37.0,40.5,15.0,18.0,83.3,10.0,24.0,34.0,27.0,12.0,8.0,6.0,17.0,-7.0,117.3,118.0,-0.7,48.9,1.77,14.9,36.1,63.6,49.1,11.8,51.4,55.2,100.08,46.7,ATL,IND,0,05/06/2021,L,48.0
177,111.0,44.0,83.0,53.0,11.0,28.0,39.3,12.0,14.0,85.7,5.0,34.0,39.0,24.0,12.0,9.0,6.0,18.0,14.0,118.0,117.3,0.7,70.7,1.93,18.4,36.4,63.9,50.9,13.5,50.5,58.0,100.08,53.3,DET,MEM,1,05/06/2021,W,48.0
178,120.0,46.0,91.0,50.5,18.0,37.0,48.6,10.0,17.0,58.8,15.0,41.0,56.0,33.0,17.0,10.0,8.0,20.0,21.0,123.5,129.1,-5.6,56.3,2.25,19.3,23.9,77.1,46.9,11.8,59.0,61.8,102.5,44.1,CHI,CHA,0,05/06/2021,W,48.0
179,94.0,33.0,87.0,37.9,10.0,36.0,27.8,18.0,29.0,62.1,11.0,23.0,34.0,21.0,11.0,8.0,6.0,23.0,-24.0,118.0,97.0,21.0,85.7,2.57,24.8,19.6,85.7,55.9,14.0,59.9,62.8,100.0,61.1,LAL,LAC,0,05/06/2021,L,48.0
180,129.0,47.0,105.0,44.8,14.0,38.0,36.8,21.0,27.0,77.8,18.0,32.0,50.0,23.0,13.0,9.0,5.0,30.0,-2.0,121.2,99.0,22.2,71.7,1.94,22.3,32.7,72.4,54.2,17.2,60.4,60.9,99.5,59.8,TOR,WAS,1,05/06/2021,L,53.0
181,118.0,41.0,77.0,53.2,13.0,31.0,41.9,23.0,26.0,88.5,9.0,39.0,48.0,23.0,22.0,4.0,5.0,25.0,24.0,120.4,95.9,24.5,56.1,1.05,17.0,36.8,74.1,59.4,22.4,61.7,66.7,98.0,65.4,LAC,LAL,1,05/06/2021,W,48.0
182,131.0,41.0,94.0,43.6,13.0,30.0,43.3,36.0,43.0,83.7,11.0,36.0,47.0,29.0,15.0,4.0,6.0,22.0,2.0,102.1,115.6,-13.5,65.8,1.67,18.2,31.5,79.5,51.6,15.8,48.3,50.3,95.5,42.0,WAS,TOR,0,05/06/2021,W,53.0
183,97.0,36.0,88.0,40.9,9.0,39.0,23.1,16.0,20.0,80.0,5.0,34.0,39.0,21.0,10.0,9.0,1.0,19.0,-21.0,95.9,120.4,-24.5,63.6,1.91,15.7,25.9,63.2,40.6,11.2,43.7,47.1,98.0,34.6,OKC,GSW,0,05/06/2021,L,48.0
184,109.0,41.0,95.0,43.2,13.0,37.0,35.1,14.0,15.0,93.3,10.0,41.0,51.0,18.0,13.0,8.0,4.0,18.0,-4.0,115.6,102.1,13.5,54.5,2.0,18.8,20.5,68.5,48.4,12.5,59.6,62.2,95.5,58.0,BKN,DAL,0,05/06/2021,L,48.0
185,118.0,42.0,86.0,48.8,19.0,47.0,40.4,15.0,18.0,83.3,7.0,42.0,49.0,36.0,14.0,4.0,1.0,19.0,21.0,104.8,108.7,-3.8,43.9,1.38,13.4,22.2,77.4,49.5,12.5,50.0,53.6,104.0,47.2,GSW,OKC,1,05/06/2021,W,48.0
186,104.0,43.0,95.0,45.3,8.0,32.0,25.0,10.0,14.0,71.4,12.0,36.0,48.0,21.0,12.0,16.0,7.0,14.0,11.0,106.1,139.6,-33.5,62.2,2.56,16.9,23.3,68.2,42.3,9.1,47.3,50.8,100.0,35.7,SAC,IND,0,05/05/2021,W,48.0
187,105.0,37.0,92.0,40.2,13.0,38.0,34.2,18.0,26.0,69.2,12.0,30.0,42.0,23.0,9.0,9.0,3.0,18.0,-36.0,102.0,92.1,9.9,48.8,1.75,15.4,27.8,74.5,50.5,11.8,49.5,51.4,101.5,54.9,CLE,POR,1,05/05/2021,L,48.0
188,113.0,37.0,97.0,38.1,12.0,39.0,30.8,27.0,33.0,81.8,17.0,46.0,63.0,23.0,15.0,13.0,7.0,24.0,16.0,93.2,126.9,-33.7,39.4,0.68,9.9,28.3,78.3,51.5,18.4,42.4,49.3,103.5,35.9,DEN,NYK,1,05/05/2021,W,48.0
189,135.0,48.0,89.0,53.9,18.0,37.0,48.6,21.0,28.0,75.0,10.0,35.0,45.0,30.0,20.0,4.0,6.0,31.0,1.0,126.0,94.9,31.1,49.0,1.33,17.6,31.7,81.0,60.6,18.0,65.9,66.9,99.5,62.7,MIL,WAS,1,05/05/2021,W,48.0
190,103.0,33.0,79.0,41.8,12.0,32.0,37.5,25.0,29.0,86.2,10.0,20.0,30.0,19.0,10.0,9.0,3.0,16.0,-32.0,92.1,102.0,-9.9,72.2,1.18,18.6,25.5,72.2,49.5,21.8,48.8,51.4,101.5,45.1,PHX,ATL,0,05/05/2021,L,48.0
191,126.0,49.0,88.0,55.7,18.0,41.0,43.9,10.0,14.0,71.4,7.0,46.0,53.0,24.0,18.0,5.0,2.0,20.0,32.0,108.4,143.6,-35.2,57.6,1.9,15.2,22.9,65.6,40.0,10.5,49.4,56.1,94.5,34.1,UTA,SAS,1,05/05/2021,W,48.0
192,135.0,49.0,94.0,52.1,19.0,39.0,48.7,18.0,22.0,81.8,12.0,29.0,41.0,32.0,14.0,7.0,5.0,22.0,-4.0,94.9,126.0,-31.1,59.5,3.14,16.7,19.0,68.3,39.4,7.1,44.0,46.6,99.5,37.3,MIN,MEM,1,05/05/2021,L,48.0
193,96.0,33.0,85.0,38.8,6.0,25.0,24.0,24.0,28.0,85.7,10.0,35.0,45.0,13.0,19.0,7.0,7.0,11.0,-36.0,124.1,126.2,-2.1,57.4,3.86,18.1,28.8,70.2,48.5,6.5,53.1,58.3,107.5,51.0,ORL,BOS,1,05/05/2021,L,48.0
194,93.0,36.0,83.0,43.4,9.0,25.0,36.0,12.0,17.0,70.6,10.0,38.0,48.0,26.0,22.0,8.0,6.0,13.0,-11.0,139.6,106.1,33.5,49.1,2.6,18.6,31.8,76.7,57.7,9.9,66.3,68.4,100.0,64.3,IND,SAC,1,05/05/2021,L,48.0
195,134.0,47.0,96.0,49.0,8.0,22.0,36.4,32.0,43.0,74.4,11.0,32.0,43.0,27.0,7.0,6.0,6.0,23.0,-1.0,126.2,124.1,2.1,62.5,1.5,19.9,29.8,71.2,51.5,18.7,64.0,66.6,107.5,49.0,WAS,MIL,0,05/05/2021,L,48.0
196,135.0,53.0,84.0,63.1,13.0,26.0,50.0,16.0,18.0,88.9,9.0,37.0,46.0,35.0,11.0,8.0,6.0,21.0,32.0,94.2,108.7,-14.5,54.5,1.2,13.7,17.2,60.7,39.5,14.6,45.9,49.6,103.5,38.6,ATL,PHX,1,05/05/2021,W,48.0
197,141.0,53.0,92.0,57.6,16.0,33.0,48.5,19.0,25.0,76.0,11.0,43.0,54.0,26.0,10.0,7.0,9.0,20.0,36.0,132.4,113.9,18.5,52.0,2.6,18.3,34.1,73.1,55.2,9.8,61.2,65.1,101.5,59.1,POR,CLE,0,05/05/2021,W,48.0
198,132.0,51.0,96.0,53.1,21.0,45.0,46.7,9.0,12.0,75.0,9.0,36.0,45.0,28.0,11.0,8.0,9.0,23.0,36.0,128.6,135.0,-6.4,65.3,2.29,21.2,30.6,63.3,46.9,13.3,62.2,65.1,104.0,48.9,BOS,ORL,0,05/05/2021,W,48.0
199,139.0,52.0,97.0,53.6,14.0,29.0,48.3,21.0,28.0,75.0,12.0,34.0,46.0,30.0,14.0,6.0,4.0,19.0,4.0,113.9,132.4,-18.5,66.7,2.15,19.6,26.9,65.9,44.8,12.9,54.3,57.0,101.5,40.9,MEM,MIN,0,05/05/2021,W,48.0
200,94.0,37.0,92.0,40.2,7.0,23.0,30.4,13.0,20.0,65.0,9.0,26.0,35.0,22.0,7.0,7.0,5.0,13.0,-32.0,143.6,108.4,35.2,66.0,3.18,25.0,34.4,77.1,60.0,11.7,70.8,73.4,94.5,65.9,SAS,UTA,0,05/05/2021,L,48.0
201,135.0,50.0,94.0,53.2,15.0,35.0,42.9,20.0,22.0,90.9,11.0,36.0,47.0,26.0,10.0,10.0,6.0,16.0,20.0,108.7,94.2,14.5,62.2,1.53,15.3,39.3,82.8,60.5,14.4,44.3,50.7,103.5,61.4,PHI,HOU,0,05/05/2021,W,48.0
202,115.0,42.0,93.0,45.2,17.0,45.0,37.8,14.0,18.0,77.8,12.0,26.0,38.0,28.0,13.0,6.0,5.0,16.0,-20.0,135.0,128.6,6.4,57.7,2.14,19.9,36.7,69.4,53.1,13.6,60.8,63.6,104.0,51.1,HOU,PHI,1,05/05/2021,L,48.0
