,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV
2013-10-30,12,0021300015,1610612757,POR,Portland,0-1,16,30,23,22,0,0,0,0,0,0,0,0,0,0,91,0.407,0.708,0.308,19,39,13
2013-10-30,12,0021300015,1610612756,PHX,Phoenix,1-0,30,20,31,23,0,0,0,0,0,0,0,0,0,0,104,0.518,0.778,0.211,18,47,15
2013-10-30,13,0021300016,1610612743,DEN,Denver,0-1,22,23,27,16,0,0,0,0,0,0,0,0,0,0,88,0.43,0.882,0.333,19,41,18
2013-10-30,13,0021300016,1610612758,SAC,Sacramento,1-0,25,23,22,20,0,0,0,0,0,0,0,0,0,0,90,0.407,0.696,0.381,13,41,14
2013-10-30,14,0021300017,1610612747,LAL,Los Angeles,1-1,16,24,23,31,0,0,0,0,0,0,0,0,0,0,94,0.393,0.762,0.444,19,39,16
2013-10-30,14,0021300017,1610612744,GSW,Golden State,1-0,26,33,37,29,0,0,0,0,0,0,0,0,0,0,125,0.535,0.783,0.556,34,48,15
2013-10-31,1,0021300018,1610612752,NYK,New York,1-1,16,22,23,20,0,0,0,0,0,0,0,0,0,0,81,0.36,0.714,0.375,20,42,15
2013-10-31,1,0021300018,1610612741,CHI,Chicago,1-1,26,17,28,11,0,0,0,0,0,0,0,0,0,0,82,0.408,0.895,0.188,20,48,18
2013-10-31,2,0021300019,1610612744,GSW,Golden State,1-1,26,29,25,35,0,0,0,0,0,0,0,0,0,0,115,0.526,0.697,0.571,26,33,24
2013-10-31,2,0021300019,1610612746,LAC,Los Angeles,1-1,36,32,25,33,0,0,0,0,0,0,0,0,0,0,126,0.494,0.66,0.321,27,44,18
2013-11-01,1,0021300020,1610612739,CLE,Cleveland,1-1,23,26,17,18,0,0,0,0,0,0,0,0,0,0,84,0.381,0.727,0.222,14,42,17
2013-11-01,1,0021300020,1610612766,CHA,Charlotte,1-1,30,24,21,15,0,0,0,0,0,0,0,0,0,0,90,0.452,0.618,0.25,21,37,15
2013-11-01,2,0021300021,1610612740,NOP,New Orleans,0-2,20,15,25,30,0,0,0,0,0,0,0,0,0,0,90,0.348,0.769,0.5,16,44,12
2013-11-01,2,0021300021,1610612753,ORL,Orlando,1-2,22,31,32,25,0,0,0,0,0,0,0,0,0,0,110,0.557,0.778,0.5,22,44,18
2013-11-01,3,0021300022,1610612755,PHI,Philadelphia,2-0,21,23,30,35,0,0,0,0,0,0,0,0,0,0,109,0.511,0.5,0.261,26,46,19
2013-11-01,3,0021300022,1610612764,WAS,Washington,0-2,33,21,20,28,0,0,0,0,0,0,0,0,0,0,102,0.436,0.647,0.346,23,46,17
2013-11-01,4,0021300023,1610612761,TOR,Toronto,1-1,24,15,29,27,0,0,0,0,0,0,0,0,0,0,95,0.455,0.571,0.304,15,42,12
2013-11-01,4,0021300023,1610612737,ATL,Atlanta,1-1,25,24,30,23,0,0,0,0,0,0,0,0,0,0,102,0.468,0.645,0.435,24,37,13
2013-11-01,5,0021300024,1610612749,MIL,Milwaukee,1-1,16,31,24,34,0,0,0,0,0,0,0,0,0,0,105,0.417,0.853,0.4,18,41,7
2013-11-01,5,0021300024,1610612738,BOS,Boston,0-2,29,34,20,15,0,0,0,0,0,0,0,0,0,0,98,0.447,0.684,0.25,13,52,17
2013-11-01,6,0021300025,1610612742,DAL,Dallas,1-1,22,28,22,33,0,0,0,0,0,0,0,0,0,0,105,0.38,0.8,0.333,20,43,14
2013-11-01,6,0021300025,1610612745,HOU,Houston,2-0,38,23,24,28,0,0,0,0,0,0,0,0,0,0,113,0.466,0.667,0.379,17,51,22
2013-11-01,7,0021300026,1610612765,DET,Detroit,1-1,21,20,28,26,13,0,0,0,0,0,0,0,0,0,108,0.472,0.708,0.333,21,41,19
2013-11-01,7,0021300026,1610612763,MEM,Memphis,1-1,17,30,20,28,16,0,0,0,0,0,0,0,0,0,111,0.519,0.833,0.333,25,38,20
2013-11-01,8,0021300027,1610612760,OKC,Oklahoma City,1-1,19,20,21,21,0,0,0,0,0,0,0,0,0,0,81,0.349,0.842,0.226,16,42,21
2013-11-01,8,0021300027,1610612750,MIN,Minnesota,2-0,34,25,29,12,0,0,0,0,0,0,0,0,0,0,100,0.429,0.788,0.4,21,44,15
2013-11-01,9,0021300028,1610612748,MIA,Miami,1-2,18,29,20,33,0,0,0,0,0,0,0,0,0,0,100,0.478,0.806,0.5,24,30,15
2013-11-01,9,0021300028,1610612751,BKN,Brooklyn,1-1,27,20,31,23,0,0,0,0,0,0,0,0,0,0,101,0.485,0.692,0.5,21,40,18
2013-11-01,10,0021300029,1610612757,POR,Portland,1-1,24,40,27,22,0,0,0,0,0,0,0,0,0,0,113,0.427,0.733,0.636,25,55,7
2013-11-01,10,0021300029,1610612743,DEN,Denver,0-2,23,27,21,27,0,0,0,0,0,0,0,0,0,0,98,0.364,0.588,0.333,14,55,4
2013-11-01,11,0021300030,1610612762,UTA,Utah,0-2,23,23,16,22,0,0,0,0,0,0,0,0,0,0,84,0.365,0.63,0.294,20,53,20
2013-11-01,11,0021300030,1610612756,PHX,Phoenix,2-0,29,14,20,24,0,0,0,0,0,0,0,0,0,0,87,0.373,0.792,0.273,15,46,16
2013-11-01,12,0021300031,1610612746,LAC,Los Angeles,2-1,24,30,25,31,0,0,0,0,0,0,0,0,0,0,110,0.5,0.824,0.5,26,39,15
2013-11-01,12,0021300031,1610612758,SAC,Sacramento,1-1,22,23,32,24,0,0,0,0,0,0,0,0,0,0,101,0.456,0.719,0.353,21,35,9
2013-11-01,13,0021300032,1610612759,SAS,San Antonio,2-0,16,25,22,28,0,0,0,0,0,0,0,0,0,0,91,0.404,0.714,0.238,20,50,12
2013-11-01,13,0021300032,1610612747,LAL,Los Angeles,1-2,23,19,19,24,0,0,0,0,0,0,0,0,0,0,85,0.366,0.708,0.296,22,46,12
2013-11-02,1,0021300033,1610612739,CLE,Cleveland,1-2,16,21,18,19,0,0,0,0,0,0,0,0,0,0,74,0.349,0.867,0.2,11,37,16
2013-11-02,1,0021300033,1610612754,IND,Indiana,3-0,21,22,19,27,0,0,0,0,0,0,0,0,0,0,89,0.416,0.75,0.357,24,51,20
2013-11-02,2,0021300034,1610612741,CHI,Chicago,1-2,34,30,19,21,0,0,0,0,0,0,0,0,0,0,104,0.452,0.895,0.214,28,51,18
2013-11-02,2,0021300034,1610612755,PHI,Philadelphia,3-0,22,27,33,25,0,0,0,0,0,0,0,0,0,0,107,0.488,0.667,0.5,24,39,15
2013-11-02,3,0021300035,1610612766,CHA,Charlotte,1-2,15,26,21,22,0,0,0,0,0,0,0,0,0,0,84,0.375,0.583,0.143,13,41,13
2013-11-02,3,0021300035,1610612740,NOP,New Orleans,1-2,33,23,21,28,0,0,0,0,0,0,0,0,0,0,105,0.493,0.857,0.538,30,43,17
2013-11-02,4,0021300036,1610612763,MEM,Memphis,1-2,16,27,20,36,0,0,0,0,0,0,0,0,0,0,99,0.425,0.846,0.188,20,51,17
2013-11-02,4,0021300036,1610612742,DAL,Dallas,2-1,32,17,24,38,0,0,0,0,0,0,0,0,0,0,111,0.4,0.87,0.368,18,45,11
2013-11-02,5,0021300037,1610612761,TOR,Toronto,2-1,25,26,26,20,0,0,0,0,0,0,0,0,0,0,97,0.397,0.737,0.304,19,60,17
2013-11-02,5,0021300037,1610612749,MIL,Milwaukee,1-2,19,27,19,25,0,0,0,0,0,0,0,0,0,0,90,0.44,0.556,0.353,25,38,13
2013-11-02,6,0021300038,1610612745,HOU,Houston,3-0,16,24,33,31,0,0,0,0,0,0,0,0,0,0,104,0.507,0.771,0.409,16,40,18
2013-11-02,6,0021300038,1610612762,UTA,Utah,0-3,24,32,17,20,0,0,0,0,0,0,0,0,0,0,93,0.42,0.778,0.182,12,39,15
2013-11-02,7,0021300039,1610612759,SAS,San Antonio,2-1,19,20,35,31,0,0,0,0,0,0,0,0,0,0,105,0.5,0.625,0.5,24,35,12
2013-11-02,7,0021300039,1610612757,POR,Portland,2-1,21,29,32,33,0,0,0,0,0,0,0,0,0,0,115,0.556,0.895,0.4,29,39,16
2013-11-02,8,0021300040,1610612758,SAC,Sacramento,1-2,17,19,23,28,0,0,0,0,0,0,0,0,0,0,87,0.345,0.875,0.231,16,48,14
2013-11-02,8,0021300040,1610612744,GSW,Golden State,2-1,27,29,23,19,0,0,0,0,0,0,0,0,0,0,98,0.513,0.75,0.407,28,44,18
2013-11-03,1,0021300041,1610612738,BOS,Boston,0-3,21,14,23,19,0,0,0,0,0,0,0,0,0,0,77,0.419,1.0,0.188,15,37,23
2013-11-03,1,0021300041,1610612765,DET,Detroit,2-1,24,21,18,24,0,0,0,0,0,0,0,0,0,0,87,0.447,0.586,0.154,16,44,21
2013-11-03,2,0021300042,1610612764,WAS,Washington,0-3,27,21,16,29,0,0,0,0,0,0,0,0,0,0,93,0.427,0.688,0.4,22,41,20
2013-11-03,2,0021300042,1610612748,MIA,Miami,2-2,33,28,26,16,0,0,0,0,0,0,0,0,0,0,103,0.529,0.667,0.407,32,32,16
2013-11-03,3,0021300043,1610612751,BKN,Brooklyn,1-2,22,16,21,27,0,0,0,0,0,0,0,0,0,0,86,0.382,0.933,0.235,23,42,12
2013-11-03,3,0021300043,1610612753,ORL,Orlando,2-2,22,19,33,33,0,0,0,0,0,0,0,0,0,0,107,0.472,0.727,0.412,19,54,15
2013-11-03,4,0021300044,1610612756,PHX,Phoenix,2-1,24,21,25,26,0,0,0,0,0,0,0,0,0,0,96,0.4,0.818,0.378,21,43,23
2013-11-03,4,0021300044,1610612760,OKC,Oklahoma City,2-1,21,23,23,36,0,0,0,0,0,0,0,0,0,0,103,0.427,0.838,0.111,20,41,15
2013-11-03,5,0021300045,1610612750,MIN,Minnesota,3-0,40,24,29,16,0,0,0,0,0,0,0,0,0,0,109,0.443,0.763,0.37,23,43,12
2013-11-03,5,0021300045,1610612752,NYK,New York,1-2,19,30,29,22,0,0,0,0,0,0,0,0,0,0,100,0.449,0.846,0.281,21,49,16
2013-11-03,6,0021300046,1610612737,ATL,Atlanta,1-2,22,27,27,27,0,0,0,0,0,0,0,0,0,0,103,0.444,0.538,0.409,26,52,11
2013-11-03,6,0021300046,1610612747,LAL,Los Angeles,2-2,33,29,26,17,0,0,0,0,0,0,0,0,0,0,105,0.427,0.833,0.36,27,53,13
2013-11-04,1,0021300047,1610612750,MIN,Minnesota,3-1,23,15,23,31,0,0,0,0,0,0,0,0,0,0,92,0.362,0.792,0.179,21,43,17
2013-11-04,1,0021300047,1610612739,CLE,Cleveland,2-2,31,24,21,17,0,0,0,0,0,0,0,0,0,0,93,0.459,0.909,0.313,22,49,23
2013-11-04,2,0021300048,1610612744,GSW,Golden State,3-1,36,30,32,12,0,0,0,0,0,0,0,0,0,0,110,0.446,0.65,0.395,28,54,22
2013-11-04,2,0021300048,1610612755,PHI,Philadelphia,3-1,22,20,23,25,0,0,0,0,0,0,0,0,0,0,90,0.352,0.622,0.2,19,52,24
2013-11-04,3,0021300049,1610612738,BOS,Boston,0-4,24,26,22,16,0,0,0,0,0,0,0,0,0,0,88,0.471,0.833,0.35,14,32,17
2013-11-04,3,0021300049,1610612763,MEM,Memphis,2-2,27,19,20,29,0,0,0,0,0,0,0,0,0,0,95,0.486,0.818,0.333,23,36,18
2013-11-04,4,0021300050,1610612745,HOU,Houston,3-1,25,41,23,29,0,0,0,0,0,0,0,0,0,0,118,0.5,0.674,0.28,21,46,15
2013-11-04,4,0021300050,1610612746,LAC,Los Angeles,3-1,42,36,26,33,0,0,0,0,0,0,0,0,0,0,137,0.521,0.857,0.395,33,38,10
2013-11-05,1,0021300051,1610612748,MIA,Miami,3-2,23,29,26,26,0,0,0,0,0,0,0,0,0,0,104,0.494,0.857,0.435,31,38,11
2013-11-05,1,0021300051,1610612761,TOR,Toronto,2-2,25,25,24,21,0,0,0,0,0,0,0,0,0,0,95,0.431,0.818,0.286,15,40,15
2013-11-05,2,0021300052,1610612762,UTA,Utah,0-4,18,20,23,27,0,0,0,0,0,0,0,0,0,0,88,0.378,0.733,0.222,17,47,20
2013-11-05,2,0021300052,1610612751,BKN,Brooklyn,2-2,28,26,31,19,0,0,0,0,0,0,0,0,0,0,104,0.513,0.625,0.364,23,39,15
2013-11-05,3,0021300053,1610612754,IND,Indiana,4-0,29,9,36,25,0,0,0,0,0,0,0,0,0,0,99,0.521,0.609,0.429,26,45,18
2013-11-05,3,0021300053,1610612765,DET,Detroit,2-2,14,27,22,28,0,0,0,0,0,0,0,0,0,0,91,0.379,0.8,0.2,13,42,14
2013-11-05,4,0021300054,1610612766,CHA,Charlotte,2-2,31,33,18,20,0,0,0,0,0,0,0,0,0,0,102,0.423,0.81,0.381,17,51,22
2013-11-05,4,0021300054,1610612752,NYK,New York,1-3,28,26,22,21,0,0,0,0,0,0,0,0,0,0,97,0.427,0.826,0.286,12,33,14
2013-11-05,5,0021300055,1610612756,PHX,Phoenix,3-1,17,24,37,26,0,0,0,0,0,0,0,0,0,0,104,0.5,0.636,0.48,25,41,15
2013-11-05,5,0021300055,1610612740,NOP,New Orleans,1-3,28,17,24,29,0,0,0,0,0,0,0,0,0,0,98,0.435,0.737,0.556,26,40,13
2013-11-05,6,0021300056,1610612747,LAL,Los Angeles,2-3,22,26,29,27,0,0,0,0,0,0,0,0,0,0,104,0.443,0.7,0.387,21,35,14
2013-11-05,6,0021300056,1610612742,DAL,Dallas,3-1,35,32,27,29,0,0,0,0,0,0,0,0,0,0,123,0.521,0.857,0.481,34,50,12
2013-11-05,7,0021300057,1610612759,SAS,San Antonio,3-1,24,19,29,30,0,0,0,0,0,0,0,0,0,0,102,0.465,0.9,0.25,27,39,16
2013-11-05,7,0021300057,1610612743,DEN,Denver,0-3,27,25,26,16,0,0,0,0,0,0,0,0,0,0,94,0.422,0.75,0.474,22,45,22
2013-11-05,8,0021300058,1610612745,HOU,Houston,4-1,30,25,29,32,0,0,0,0,0,0,0,0,0,0,116,0.547,0.824,0.273,17,47,20
2013-11-05,8,0021300058,1610612757,POR,Portland,2-2,31,19,23,28,0,0,0,0,0,0,0,0,0,0,101,0.414,0.655,0.323,22,30,14
2013-11-05,9,0021300059,1610612737,ATL,Atlanta,2-2,25,29,28,23,0,0,0,0,0,0,0,0,0,0,105,0.481,0.731,0.364,26,36,14
2013-11-05,9,0021300059,1610612758,SAC,Sacramento,1-3,32,13,20,35,0,0,0,0,0,0,0,0,0,0,100,0.438,0.952,0.323,22,39,18
2013-11-06,1,0021300060,1610612761,TOR,Toronto,2-3,18,35,17,20,0,0,0,0,0,0,0,0,0,0,90,0.443,0.867,0.438,18,38,12
2013-11-06,1,0021300060,1610612766,CHA,Charlotte,3-2,32,21,23,16,0,0,0,0,0,0,0,0,0,0,92,0.493,0.567,0.2,24,37,8
2013-11-06,2,0021300061,1610612741,CHI,Chicago,1-3,19,24,19,18,0,0,0,0,0,0,0,0,0,0,80,0.356,0.852,0.333,15,40,17
2013-11-06,2,0021300061,1610612754,IND,Indiana,5-0,25,12,26,34,0,0,0,0,0,0,0,0,0,0,97,0.419,0.857,0.389,21,52,14
2013-11-06,3,0021300062,1610612746,LAC,Los Angeles,3-2,20,22,32,16,0,0,0,0,0,0,0,0,0,0,90,0.379,0.714,0.158,20,51,13
2013-11-06,3,0021300062,1610612753,ORL,Orlando,3-2,29,28,15,26,0,0,0,0,0,0,0,0,0,0,98,0.488,0.765,0.313,21,51,15
2013-11-06,4,0021300063,1610612764,WAS,Washington,1-3,39,21,29,27,0,0,0,0,0,0,0,0,0,0,116,0.439,0.75,0.545,32,40,11
2013-11-06,4,0021300063,1610612755,PHI,Philadelphia,3-2,27,24,25,26,0,0,0,0,0,0,0,0,0,0,102,0.47,0.692,0.333,26,50,20
2013-11-06,5,0021300064,1610612762,UTA,Utah,0-5,26,8,28,25,0,0,0,0,0,0,0,0,0,0,87,0.463,0.667,0.1,14,42,20
2013-11-06,5,0021300064,1610612738,BOS,Boston,1-4,23,27,34,13,0,0,0,0,0,0,0,0,0,0,97,0.449,0.714,0.35,22,42,14
2013-11-06,6,0021300065,1610612740,NOP,New Orleans,2-3,33,18,28,20,0,0,0,0,0,0,0,0,0,0,99,0.487,0.905,0.308,16,39,13
2013-11-06,6,0021300065,1610612763,MEM,Memphis,2-3,18,23,16,27,0,0,0,0,0,0,0,0,0,0,84,0.479,0.857,0.267,17,29,18
2013-11-06,7,0021300066,1610612739,CLE,Cleveland,2-3,23,30,26,25,0,0,0,0,0,0,0,0,0,0,104,0.447,0.727,0.429,20,39,9
2013-11-06,7,0021300066,1610612749,MIL,Milwaukee,2-2,30,25,28,26,0,0,0,0,0,0,0,0,0,0,109,0.5,0.923,0.565,25,41,14
2013-11-06,8,0021300067,1610612744,GSW,Golden State,4-1,26,24,29,27,0,0,0,0,0,0,0,0,0,0,106,0.5,0.7,0.4,23,49,21
2013-11-06,8,0021300067,1610612750,MIN,Minnesota,3-2,28,19,24,22,0,0,0,0,0,0,0,0,0,0,93,0.378,0.778,0.25,22,40,19
2013-11-06,9,0021300068,1610612756,PHX,Phoenix,3-2,21,32,20,23,0,0,0,0,0,0,0,0,0,0,96,0.494,0.556,0.368,14,43,18
2013-11-06,9,0021300068,1610612759,SAS,San Antonio,4-1,29,22,22,26,0,0,0,0,0,0,0,0,0,0,99,0.482,0.733,0.375,25,39,14
2013-11-06,10,0021300069,1610612742,DAL,Dallas,3-2,31,20,24,18,0,0,0,0,0,0,0,0,0,0,93,0.424,0.857,0.391,17,36,21
2013-11-06,10,0021300069,1610612760,OKC,Oklahoma City,3-1,33,24,28,22,0,0,0,0,0,0,0,0,0,0,107,0.544,0.696,0.385,28,44,23
2013-11-07,1,0021300070,1610612746,LAC,Los Angeles,3-3,31,25,17,24,0,0,0,0,0,0,0,0,0,0,97,0.493,0.81,0.333,22,38,17
2013-11-07,1,0021300070,1610612748,MIA,Miami,4-2,28,24,24,26,0,0,0,0,0,0,0,0,0,0,102,0.535,0.636,0.313,27,30,16
2013-11-07,2,0021300071,1610612737,ATL,Atlanta,2-3,26,25,32,24,0,0,0,0,0,0,0,0,0,0,107,0.457,0.684,0.308,31,46,11
2013-11-07,2,0021300071,1610612743,DEN,Denver,1-3,26,28,29,26,0,0,0,0,0,0,0,0,0,0,109,0.488,0.647,0.56,28,45,16
2013-11-07,3,0021300072,1610612747,LAL,Los Angeles,3-3,36,28,17,18,0,0,0,0,0,0,0,0,0,0,99,0.391,0.733,0.457,26,47,24
2013-11-07,3,0021300072,1610612745,HOU,Houston,4-2,19,31,27,21,0,0,0,0,0,0,0,0,0,0,98,0.377,0.635,0.259,17,44,17
2013-11-08,1,0021300073,1610612752,NYK,New York,2-3,28,23,34,16,0,0,0,0,0,0,0,0,0,0,101,0.467,0.556,0.462,25,37,12
2013-11-08,1,0021300073,1610612766,CHA,Charlotte,3-3,22,25,22,22,0,0,0,0,0,0,0,0,0,0,91,0.408,0.833,0.25,13,41,14
2013-11-08,2,0021300074,1610612761,TOR,Toronto,2-4,32,14,13,25,0,0,0,0,0,0,0,0,0,0,84,0.395,0.875,0.333,16,42,15
2013-11-08,2,0021300074,1610612754,IND,Indiana,6-0,22,22,28,19,0,0,0,0,0,0,0,0,0,0,91,0.462,0.813,0.286,20,38,15
2013-11-08,3,0021300075,1610612738,BOS,Boston,2-4,17,29,25,20,0,0,0,0,0,0,0,0,0,0,91,0.358,0.808,0.143,19,50,11
2013-11-08,3,0021300075,1610612753,ORL,Orlando,3-3,24,25,19,21,0,0,0,0,0,0,0,0,0,0,89,0.398,0.655,0.2,19,56,20
2013-11-08,4,0021300076,1610612739,CLE,Cleveland,2-4,28,14,19,18,0,0,0,0,0,0,0,0,0,0,79,0.333,0.714,0.346,22,43,13
2013-11-08,4,0021300076,1610612755,PHI,Philadelphia,4-2,14,30,33,17,0,0,0,0,0,0,0,0,0,0,94,0.476,0.778,0.333,25,47,17
2013-11-08,5,0021300077,1610612751,BKN,Brooklyn,2-3,33,25,15,26,9,0,0,0,0,0,0,0,0,0,108,0.466,0.69,0.25,23,51,21
2013-11-08,5,0021300077,1610612764,WAS,Washington,2-3,27,26,20,26,13,0,0,0,0,0,0,0,0,0,112,0.466,0.769,0.417,28,36,16
2013-11-08,6,0021300078,1610612760,OKC,Oklahoma City,4-1,20,35,29,35,0,0,0,0,0,0,0,0,0,0,119,0.451,0.886,0.353,22,52,13
2013-11-08,6,0021300078,1610612765,DET,Detroit,2-3,22,29,25,34,0,0,0,0,0,0,0,0,0,0,110,0.429,0.778,0.355,22,42,13
2013-11-08,7,0021300079,1610612762,UTA,Utah,0-6,18,22,16,17,0,0,0,0,0,0,0,0,0,0,73,0.294,0.64,0.35,18,40,17
2013-11-08,7,0021300079,1610612741,CHI,Chicago,2-3,30,21,27,19,0,0,0,0,0,0,0,0,0,0,97,0.528,0.72,0.375,26,48,20
2013-11-08,8,0021300080,1610612742,DAL,Dallas,3-3,24,32,25,27,0,0,0,0,0,0,0,0,0,0,108,0.489,0.667,0.455,21,40,17
2013-11-08,8,0021300080,1610612750,MIN,Minnesota,4-2,28,27,30,31,0,0,0,0,0,0,0,0,0,0,116,0.461,0.867,0.4,26,44,14
2013-11-08,9,0021300081,1610612747,LAL,Los Angeles,3-4,27,21,18,19,0,0,0,0,0,0,0,0,0,0,85,0.388,0.654,0.316,19,48,14
2013-11-08,9,0021300081,1610612740,NOP,New Orleans,3-3,28,27,14,27,0,0,0,0,0,0,0,0,0,0,96,0.437,0.773,0.333,25,50,8
2013-11-08,10,0021300082,1610612744,GSW,Golden State,4-2,20,13,22,19,0,0,0,0,0,0,0,0,0,0,74,0.408,0.8,0.4,16,45,19
2013-11-08,10,0021300082,1610612759,SAS,San Antonio,5-1,27,13,24,12,0,0,0,0,0,0,0,0,0,0,76,0.392,0.5,0.263,19,42,12
2013-11-08,11,0021300083,1610612743,DEN,Denver,1-4,29,18,40,16,0,0,0,0,0,0,0,0,0,0,103,0.45,0.821,0.364,17,37,20
2013-11-08,11,0021300083,1610612756,PHX,Phoenix,4-2,35,29,20,30,0,0,0,0,0,0,0,0,0,0,114,0.482,0.781,0.45,21,48,20
2013-11-08,12,0021300084,1610612758,SAC,Sacramento,1-4,22,27,17,25,0,0,0,0,0,0,0,0,0,0,91,0.419,0.867,0.273,20,31,11
2013-11-08,12,0021300084,1610612757,POR,Portland,3-2,29,25,23,27,0,0,0,0,0,0,0,0,0,0,104,0.488,0.889,0.435,28,47,17
